customer_city,customer_state,orders,total_revenue,pct_of_total_revenue,cumulative_pct_revenue,revenue_rank
primeiro de maio,PR,7,1216.67,0.01,91.82,1066
espumoso,RS,7,1210.71,0.01,91.83,1067
silvania,GO,7,1208.79,0.01,91.84,1068
divino,MG,13,1208.59,0.01,91.85,1069
palmares,PE,8,1206.82,0.01,91.86,1070
santana,AP,9,1202.64,0.01,91.87,1071
sao goncalo do sapucai,MG,8,1202.5,0.01,91.88,1072
coaraci,BA,4,1201.88,0.01,91.89,1073
assis chateaubriand,PR,12,1200.31,0.01,91.9,1074
alto paraiso,RO,1,1200.0,0.01,91.91,1075
bom jesus do araguaia,MT,1,1199.9,0.01,91.92,1076
passagem,PB,1,1199.0,0.01,91.92,1077
sao luis de montes belos,GO,7,1196.3700000000001,0.01,91.93,1078
riacho de santana,BA,4,1194.7,0.01,91.94,1079
santa gertrudes,SP,11,1194.21,0.01,91.95,1080
jaguare,ES,13,1193.95,0.01,91.96,1081
sao francisco,MG,12,1193.6200000000001,0.01,91.97,1082
rio pomba,MG,6,1192.8600000000001,0.01,91.98,1083
sao jose do vale do rio preto,RJ,12,1192.21,0.01,91.99,1084
sao lourenco da mata,PE,11,1190.96,0.01,92.0,1085
coari,AM,1,1190.65,0.01,92.01,1086
guararema,SP,11,1189.56,0.01,92.01,1087
domingos martins,ES,9,1188.3,0.01,92.02,1088
ubajara,CE,3,1178.9,0.01,92.03,1089
parapua,SP,8,1178.4,0.01,92.04,1090
sombrio,SC,10,1175.92,0.01,92.05,1091
igrejinha,RS,17,1173.03,0.01,92.06,1092
schroeder,SC,9,1168.69,0.01,92.07,1093
tapejara,RS,9,1165.13,0.01,92.08,1094
cedral,MA,3,1164.9,0.01,92.09,1095
saltinho,SP,5,1164.79,0.01,92.09,1096
perdizes,MG,8,1163.31,0.01,92.1,1097
brejo do cruz,PB,1,1160.0,0.01,92.11,1098
limoeiro do norte,CE,11,1156.67,0.01,92.12,1099
guarai,TO,4,1156.6,0.01,92.13,1100
jaguaruana,CE,4,1155.15,0.01,92.14,1101
itaqui,RS,9,1154.38,0.01,92.15,1102
areal,RJ,7,1152.18,0.01,92.16,1103
sao lourenco da serra,SP,12,1151.95,0.01,92.16,1104
urupes,SP,10,1150.14,0.01,92.17,1105
salesopolis,SP,10,1146.52,0.01,92.18,1106
arapora,MG,5,1144.38,0.01,92.19,1107
conceicao do araguaia,PA,7,1143.89,0.01,92.2,1108
forquilhinha,SC,13,1143.85,0.01,92.21,1109
carandai,MG,11,1143.5,0.01,92.22,1110
uruana,GO,3,1142.29,0.01,92.23,1111
santo antonio da platina,PR,12,1140.61,0.01,92.23,1112
terra de areia,RS,5,1137.29,0.01,92.24,1113
celso ramos,SC,2,1136.79,0.01,92.25,1114
catu de abrantes,BA,2,1135.99,0.01,92.26,1115
camacan,BA,6,1134.67,0.01,92.27,1116
jijoca de jericoacoara,CE,4,1130.9,0.01,92.28,1117
santo antonio do pinhal,SP,2,1128.9,0.01,92.29,1118
colinas,MA,3,1128.87,0.01,92.29,1119
papucaia,RJ,10,1126.77,0.01,92.3,1120
casa nova,BA,6,1126.19,0.01,92.31,1121
delmiro gouveia,AL,4,1125.8,0.01,92.32,1122
aripuana,MT,8,1124.78,0.01,92.33,1123
timon,MA,11,1123.72,0.01,92.34,1124
charqueada,SP,10,1122.67,0.01,92.34,1125
rio negrinho,SC,13,1121.19,0.01,92.35,1126
itapipoca,CE,10,1121.08,0.01,92.36,1127
sao joaquim,SC,9,1118.98,0.01,92.37,1128
inhambupe,BA,7,1117.78,0.01,92.38,1129
santa teresa,ES,10,1117.36,0.01,92.39,1130
goitacazes,RJ,11,1116.34,0.01,92.4,1131
raul soares,MG,12,1115.51,0.01,92.4,1132
santo augusto,RS,8,1115.08,0.01,92.41,1133
maracai,SP,8,1114.58,0.01,92.42,1134
butia,RS,6,1112.69,0.01,92.43,1135
monte belo,MG,5,1109.78,0.01,92.44,1136
chapadao do ceu,GO,8,1108.57,0.01,92.45,1137
nova roma do sul,RS,1,1106.99,0.01,92.45,1138
herval d'oeste,SC,9,1106.74,0.01,92.46,1139
redencao,CE,4,1104.68,0.01,92.47,1140
canarana,MT,10,1103.73,0.01,92.48,1141
entre rios,BA,6,1103.4,0.01,92.49,1142
caicara do norte,RN,1,1099.0,0.01,92.5,1143
santo antonio do aracangua,SP,1,1099.0,0.01,92.5,1143
guarei,SP,5,1098.29,0.01,92.51,1145
boa esperanca,ES,7,1097.58,0.01,92.52,1146
pontal,SP,12,1097.3799999999999,0.01,92.53,1147
palmeira dos indios,AL,8,1094.41,0.01,92.54,1148
turmalina,MG,8,1093.69,0.01,92.55,1149
reriutaba,CE,3,1093.32,0.01,92.55,1150
candeias,BA,12,1091.18,0.01,92.56,1151
prado,BA,5,1090.79,0.01,92.57,1152
goianapolis,GO,4,1086.98,0.01,92.58,1153
sao jose da lapa,MG,8,1086.58,0.01,92.59,1154
alto araguaia,MT,5,1085.73,0.01,92.6,1155
pontal do parana,PR,8,1084.26,0.01,92.6,1156
goias,GO,8,1084.21,0.01,92.61,1157
barcarena,PA,6,1084.17,0.01,92.62,1158
braganca,PA,9,1083.96,0.01,92.63,1159
mata de sao joao,BA,11,1083.55,0.01,92.64,1160
sao miguel do iguacu,PR,9,1079.3,0.01,92.64,1161
ervalia,MG,7,1076.83,0.01,92.65,1162
brotas,SP,12,1073.08,0.01,92.66,1163
toritama,PE,5,1072.79,0.01,92.67,1164
capao do leao,RS,4,1072.25,0.01,92.68,1165
araripina,PE,11,1070.58,0.01,92.69,1166
acreuna,GO,7,1070.43,0.01,92.69,1167
confresa,MT,7,1065.65,0.01,92.7,1168
conchas,SP,8,1064.45,0.01,92.71,1169
sao joao evangelista,MG,6,1062.76,0.01,92.72,1170
campina grande do sul,PR,9,1062.57,0.01,92.73,1171
sumidouro,RJ,10,1060.68,0.01,92.73,1172
caraubas,RN,3,1059.29,0.01,92.74,1173
patrocinio paulista,SP,2,1059.2,0.01,92.75,1174
ibaiti,PR,11,1057.36,0.01,92.76,1175
pompeu,MG,11,1055.18,0.01,92.77,1176
pirangi,SP,7,1055.09,0.01,92.77,1177
frederico westphalen,RS,14,1053.45,0.01,92.78,1178
catas altas,MG,5,1052.85,0.01,92.79,1179
santana do mundau,AL,3,1052.8,0.01,92.8,1180
buerarema,BA,3,1051.8,0.01,92.81,1181
itapejara d'oeste,PR,6,1049.9,0.01,92.81,1182
nova prata do iguacu,PR,6,1049.78,0.01,92.82,1183
engenheiro coelho,SP,12,1049.48,0.01,92.83,1184
godoy moreira,PR,1,1049.0,0.01,92.84,1185
santa maria madalena,RJ,7,1046.09,0.01,92.85,1186
prata,MG,10,1044.58,0.01,92.85,1187
costa rica,MS,12,1043.66,0.01,92.86,1188
valenca do piaui,PI,4,1043.0,0.01,92.87,1189
sousa,PB,7,1042.59,0.01,92.88,1190
capinopolis,MG,11,1042.18,0.01,92.88,1191
pedregulho,SP,2,1039.4,0.01,92.89,1192
alhandra,PB,2,1037.0,0.01,92.9,1193
cascavel,CE,5,1035.66,0.01,92.91,1194
arroio dos ratos,RS,9,1034.18,0.01,92.92,1195
rubiataba,GO,7,1034.0900000000001,0.01,92.92,1196
aguas da prata,SP,10,1028.28,0.01,92.93,1197
rio das pedras,SP,10,1027.64,0.01,92.94,1198
ibirama,SC,13,1026.5,0.01,92.95,1199
jaguarao,RS,8,1025.29,0.01,92.95,1200
sao sebastiao da grama,SP,4,1024.79,0.01,92.96,1201
pinheiros,ES,8,1024.32,0.01,92.97,1202
buritama,SP,9,1024.24,0.01,92.98,1203
colorado,PR,6,1022.78,0.01,92.99,1204
cajobi,SP,8,1018.4300000000001,0.01,92.99,1205
lagoa grande,PE,4,1018.36,0.01,93.0,1206
japuiba,RJ,5,1017.58,0.01,93.01,1207
oriente,SP,3,1017.2700000000001,0.01,93.02,1208
garibaldi,RS,9,1014.8,0.01,93.02,1209
mar de espanha,MG,9,1014.72,0.01,93.03,1210
picarra,PA,1,1014.6,0.01,93.04,1211
xangri-la,RS,8,1013.58,0.01,93.05,1212
itaberai,GO,6,1012.08,0.01,93.05,1213
raposos,MG,11,1009.52,0.01,93.06,1214
cristina,MG,7,1009.4200000000001,0.01,93.07,1215
bom principio,RS,6,1003.11,0.01,93.08,1216
serranopolis,GO,3,1002.88,0.01,93.09,1217
pedreiras,MA,3,1002.6899999999999,0.01,93.09,1218
pilar do sul,SP,12,1002.36,0.01,93.1,1219
macau,RN,5,998.88,0.01,93.11,1220
conceicao do coite,BA,9,997.89,0.01,93.12,1221
taruma,SP,9,997.72,0.01,93.12,1222
primavera,SP,9,996.78,0.01,93.13,1223
campo maior,PI,7,993.6600000000001,0.01,93.14,1224
ortigueira,PR,8,993.2900000000001,0.01,93.15,1225
araquari,SC,11,993.25,0.01,93.15,1226
bonito,MS,8,991.47,0.01,93.16,1227
itaberaba,BA,9,989.26,0.01,93.17,1228
sarzedo,MG,18,987.9300000000001,0.01,93.18,1229
sao jose da barra,MG,6,987.14,0.01,93.18,1230
tabira,PE,5,986.88,0.01,93.19,1231
cacu,GO,8,982.6800000000001,0.01,93.2,1232
seabra,BA,6,982.5,0.01,93.21,1233
tarabai,SP,5,982.35,0.01,93.21,1234
luis antonio,SP,7,980.08,0.01,93.22,1235
inhapi,AL,2,979.9,0.01,93.23,1236
santo estevao,BA,5,979.81,0.01,93.24,1237
mangaratiba,RJ,12,974.84,0.01,93.24,1238
cosmorama,SP,6,973.98,0.01,93.25,1239
eugenopolis,MG,5,973.87,0.01,93.26,1240
rio brilhante,MS,11,972.28,0.01,93.26,1241
salto de pirapora,SP,12,970.59,0.01,93.27,1242
sao jose do calcado,ES,6,970.1800000000001,0.01,93.28,1243
lagoa dos gatos,PE,3,969.99,0.01,93.29,1244
mamanguape,PB,6,969.75,0.01,93.29,1245
arapoti,PR,9,966.97,0.01,93.3,1246
fervedouro,MG,8,965.76,0.01,93.31,1247
sapezal,MT,8,964.82,0.01,93.32,1248
estiva gerbi,SP,7,964.26,0.01,93.32,1249
uruara,PA,6,962.4,0.01,93.33,1250
lucelia,SP,12,961.35,0.01,93.34,1251
cruzeiro do sul,AC,3,957.79,0.01,93.34,1252
nova santa rita,RS,5,954.78,0.01,93.35,1253
munhoz de melo,PR,4,953.89,0.01,93.36,1254
hidrolandia,CE,7,953.77,0.01,93.37,1255
aimores,MG,10,951.37,0.01,93.37,1256
abadiania,GO,1,949.99,0.01,93.38,1257
fronteira,MG,6,949.6600000000001,0.01,93.39,1258
cristalandia,TO,3,948.69,0.01,93.4,1259
monte aprazivel,SP,10,948.11,0.01,93.4,1260
dormentes,PE,2,946.8,0.01,93.41,1261
benedito novo,SC,6,945.74,0.01,93.42,1262
cardoso,SP,6,944.8100000000001,0.01,93.42,1263
condado,PE,4,944.8,0.01,93.43,1264
paicandu,PR,10,943.16,0.01,93.44,1265
piratuba,SC,5,941.48,0.01,93.45,1266
palma sola,SC,4,938.8,0.01,93.45,1267
buri,SP,10,938.32,0.01,93.46,1268
acailandia,MA,7,937.79,0.01,93.47,1269
gouveia,MG,4,936.96,0.01,93.47,1270
porciuncula,RJ,8,936.88,0.01,93.48,1271
brodowski,SP,9,935.54,0.01,93.49,1272
sao francisco,SE,3,934.9,0.01,93.49,1273
campos de julio,MT,6,934.8,0.01,93.5,1274
vera cruz,SP,9,934.17,0.01,93.51,1275
poco fundo,MG,8,933.99,0.01,93.52,1276
canelinha,SC,4,933.94,0.01,93.52,1277
rosario do sul,RS,14,933.25,0.01,93.53,1278
taua,CE,10,933.13,0.01,93.54,1279
concordia do para,PA,3,929.78,0.01,93.54,1280
figueira,PR,4,928.78,0.01,93.55,1281
bom jesus,GO,8,928.27,0.01,93.56,1282
itaju,SP,3,927.8,0.01,93.57,1283
chavantes,SP,12,926.52,0.01,93.57,1284
arceburgo,MG,7,924.14,0.01,93.58,1285
jeremoabo,BA,6,922.08,0.01,93.59,1286
cabrobo,PE,6,921.79,0.01,93.59,1287
dourado,SP,8,920.4300000000001,0.01,93.6,1288
pinhao,PR,8,920.28,0.01,93.61,1289
holambra ii,SP,5,919.68,0.01,93.61,1290
campo alegre,AL,2,919.1,0.01,93.62,1291
arroio do sal,RS,7,918.97,0.01,93.63,1292
varre-sai,RJ,4,918.9,0.01,93.64,1293
sertanopolis,PR,4,918.8,0.01,93.64,1294
serrana,SP,13,917.9,0.01,93.65,1295
morrinhos,CE,4,917.8,0.01,93.66,1296
lajedo,PE,6,916.27,0.01,93.66,1297
otacilio costa,SC,5,913.29,0.01,93.67,1298
mairi,BA,2,913.0,0.01,93.68,1299
jacaraci,BA,4,911.79,0.01,93.68,1300
julio mesquita,SP,2,909.99,0.01,93.69,1301
guapiacu,SP,6,906.98,0.01,93.7,1302
encruzilhada do sul,RS,8,903.99,0.01,93.7,1303
alfredo chaves,ES,7,902.71,0.01,93.71,1304
itaja,GO,3,902.0,0.01,93.72,1305
pradopolis,SP,10,901.0,0.01,93.72,1306
candido godoi,RS,1,900.0,0.01,93.73,1307
bela cruz,CE,4,899.9,0.01,93.74,1308
grao mogol,MG,3,899.8,0.01,93.75,1309
balneario pinhal,RS,7,898.57,0.01,93.75,1310
borda da mata,MG,6,897.53,0.01,93.76,1311
regente feijo,SP,10,897.01,0.01,93.77,1312
cocal,PI,7,896.77,0.01,93.77,1313
areiopolis,SP,3,896.49,0.01,93.78,1314
crixas,GO,8,893.68,0.01,93.79,1315
urussanga,SC,10,893.68,0.01,93.79,1315
juru,PB,1,890.0,0.01,93.8,1317
barra do corda,MA,7,889.89,0.01,93.81,1318
irapuru,SP,6,889.48,0.01,93.81,1319
cabedelo,PB,6,888.95,0.01,93.82,1320
itaguari,GO,1,887.0,0.01,93.83,1321
lutecia,SP,1,887.0,0.01,93.83,1321
jordania,MG,5,886.25,0.01,93.84,1323
icem,SP,9,885.97,0.01,93.85,1324
urania,SP,4,885.72,0.01,93.85,1325
treze tilias,SC,11,885.66,0.01,93.86,1326
itamonte,MG,10,883.15,0.01,93.87,1327
sao luis do paraitinga,SP,3,882.49,0.01,93.87,1328
ecoporanga,ES,8,881.92,0.01,93.88,1329
taiuva,SP,5,881.54,0.01,93.89,1330
paraopeba,MG,9,880.6700000000001,0.01,93.89,1331
paudalho,PE,2,878.9,0.01,93.9,1332
santa fe,PR,5,877.8,0.01,93.91,1333
capivari de baixo,SC,5,876.89,0.01,93.91,1334
sao domingos do norte,ES,7,874.4,0.01,93.92,1335
rolante,RS,9,874.25,0.01,93.93,1336
coroata,MA,9,873.48,0.01,93.93,1337
palotina,PR,10,872.76,0.01,93.94,1338
sao joao,PR,11,872.09,0.01,93.95,1339
california da barra,RJ,6,871.97,0.01,93.95,1340
matupa,MT,7,871.1700000000001,0.01,93.96,1341
nova trento,SC,6,870.6,0.01,93.97,1342
monte santo de minas,MG,9,869.28,0.01,93.97,1343
macaubas,BA,8,867.47,0.01,93.98,1344
itaobim,MG,6,866.91,0.01,93.99,1345
bom jardim de minas,MG,8,866.87,0.01,93.99,1346
santo antonio do descoberto,GO,5,866.26,0.01,94.0,1347
conceicao da aparecida,MG,5,866.08,0.01,94.01,1348
conservatoria,RJ,4,864.09,0.01,94.01,1349
miracatu,SP,5,863.99,0.01,94.02,1350
paulistana,PI,3,862.67,0.01,94.02,1351
goianesia do para,PA,3,861.99,0.01,94.03,1352
assai,PR,5,861.5699999999999,0.01,94.04,1353
sao joao do sul,SC,2,861.0,0.01,94.04,1354
barra da estiva,BA,7,860.57,0.01,94.05,1355
cacapava do sul,RS,5,859.99,0.01,94.06,1356
quixeramobim,CE,6,859.79,0.01,94.06,1357
sao goncalo do amarante,RN,7,859.78,0.01,94.07,1358
nao-me-toque,RS,7,859.6800000000001,0.01,94.08,1359
coronel vivida,PR,11,856.87,0.01,94.08,1360
bom sucesso,MG,4,856.6899999999999,0.01,94.09,1361
porto belo,SC,9,856.32,0.01,94.1,1362
brazopolis,MG,6,856.13,0.01,94.1,1363
goianira,GO,8,853.8100000000001,0.01,94.11,1364
santa quiteria,CE,5,849.6700000000001,0.01,94.12,1365
itapoa,SC,9,849.67,0.01,94.12,1366
rodeio,SC,7,849.66,0.01,94.13,1367
faxinal,PR,9,848.05,0.01,94.13,1368
sao miguel,RN,4,846.86,0.01,94.14,1369
colonia jordaozinho,PR,2,843.4,0.01,94.15,1370
inaciolandia,GO,3,842.99,0.01,94.15,1371
guara,SP,7,842.8,0.01,94.16,1372
quedas do iguacu,PR,8,842.25,0.01,94.17,1373
mirai,MG,8,841.8100000000001,0.01,94.17,1374
tres marias,MG,13,840.44,0.01,94.18,1375
lago da pedra,MA,5,840.37,0.01,94.19,1376
barra do bugres,MT,4,840.25,0.01,94.19,1377
santana do cariri,CE,3,839.8,0.01,94.2,1378
prudentopolis,PR,7,839.09,0.01,94.2,1379
serro,MG,2,837.89,0.01,94.21,1380
boa esperanca do sul,SP,11,836.9,0.01,94.22,1381
alpinopolis,MG,7,836.6800000000001,0.01,94.22,1382
queimadas,BA,4,834.45,0.01,94.23,1383
capela do alto,SP,3,833.99,0.01,94.24,1384
arrozal,RJ,3,833.89,0.01,94.24,1385
cachoeira do campo,MG,2,828.99,0.01,94.26,1386
formoso,MG,2,828.99,0.01,94.26,1386
simao dias,SE,7,828.48,0.01,94.26,1388
lavras da mangabeira,CE,2,827.88,0.01,94.27,1389
dois irmaos do buriti,MS,3,826.9,0.01,94.27,1390
campos borges,RS,3,825.89,0.01,94.29,1391
conceicao do rio verde,MG,5,825.89,0.01,94.29,1391
cruzeiro do oeste,PR,7,825.39,0.01,94.29,1393
joanopolis,SP,6,824.6,0.01,94.3,1394
colonia castrolanda,PR,3,824.03,0.01,94.31,1395
dianopolis,TO,7,822.9499999999999,0.01,94.31,1396
nuporanga,SP,3,821.8,0.01,94.32,1397
sao jose de mipibu,RN,3,821.69,0.01,94.32,1398
guaira,PR,7,820.48,0.01,94.33,1399
bom jesus,SC,2,819.89,0.01,94.34,1400
conde,BA,2,819.0,0.01,94.34,1401
angatuba,SP,8,818.75,0.01,94.35,1402
chui,RS,5,818.6999999999999,0.01,94.35,1403
mambai,GO,2,816.99,0.01,94.36,1404
pinhalzinho,SC,9,816.86,0.01,94.37,1405
sao marcos,RS,9,816.42,0.01,94.37,1406
borborema,SP,8,816.05,0.01,94.38,1407
nazare paulista,SP,7,815.64,0.01,94.39,1408
rio manso,MG,5,815.5600000000001,0.01,94.39,1409
serafina correa,RS,9,813.66,0.01,94.4,1410
sao miguel dos campos,AL,2,813.36,0.01,94.4,1411
jacare,SP,8,810.0400000000001,0.01,94.41,1412
extrema,RO,3,809.9,0.01,94.42,1413
murutinga do sul,SP,2,809.0,0.01,94.42,1414
itacare,BA,7,808.19,0.01,94.43,1415
bayeux,PB,7,808.05,0.01,94.43,1416
bom jesus,PI,3,807.8,0.01,94.44,1417
alvinopolis,MG,11,807.06,0.01,94.45,1418
mozarlandia,GO,7,806.4,0.01,94.45,1419
novo cruzeiro,MG,9,805.78,0.01,94.46,1420
guaranesia,MG,9,805.58,0.01,94.47,1421
cambara,PR,9,803.1700000000001,0.01,94.47,1422
candiota,RS,4,802.7,0.01,94.48,1423
sao goncalo do rio abaixo,MG,6,802.2,0.01,94.48,1424
itapuranga,GO,6,800.88,0.01,94.49,1425
santa rita do araguaia,GO,7,800.25,0.01,94.5,1426
canavieiras,BA,6,799.8,0.01,94.5,1427
barra do choca,BA,3,799.0,0.01,94.51,1428
sandolandia,TO,1,799.0,0.01,94.51,1428
cidade gaucha,PR,5,798.39,0.01,94.52,1430
tapes,RS,6,797.35,0.01,94.53,1431
arataca,BA,1,795.0,0.01,94.53,1432
alfredo wagner,SC,2,794.8,0.01,94.54,1433
pecanha,MG,4,794.8,0.01,94.54,1433
igarapava,SP,7,791.09,0.01,94.55,1435
regeneracao,PI,6,790.97,0.01,94.56,1436
itarana,ES,3,789.37,0.01,94.56,1437
sao benedito,CE,4,789.1899999999999,0.01,94.57,1438
candeias,MG,9,788.39,0.01,94.57,1439
campos belos,GO,7,788.0699999999999,0.01,94.58,1440
julio de castilhos,RS,10,787.54,0.01,94.59,1441
echapora,SP,2,787.47,0.01,94.59,1442
mallet,PR,6,786.65,0.01,94.6,1443
jacupiranga,SP,5,785.8,0.01,94.6,1444
laurentino,SC,5,782.41,0.01,94.61,1445
campo verde,MT,10,781.38,0.01,94.62,1446
sao lourenco do oeste,SC,9,781.38,0.01,94.62,1446
mambore,PR,8,780.24,0.01,94.63,1448
datas,MG,1,780.0,0.01,94.63,1449
santana do serido,RN,2,779.7,0.01,94.64,1450
vargem grande do sul,SP,12,778.7,0.01,94.64,1451
icatu,MA,1,778.0,0.01,94.65,1452
alto parnaiba,MA,5,777.79,0.01,94.66,1453
tarumirim,MG,4,775.49,0.01,94.66,1454
trajano de moraes,RJ,8,775.1800000000001,0.01,94.67,1455
tres coroas,RS,6,774.37,0.01,94.67,1456
portao,RS,10,772.15,0.01,94.68,1457
piquete,SP,9,771.09,0.01,94.69,1458
paraiso,SP,5,770.78,0.01,94.69,1459
aguas belas,PE,6,769.87,0.01,94.7,1460
jaboticatubas,MG,1,767.3,0.01,94.7,1461
guaicara,SP,8,767.23,0.01,94.71,1462
cansancao,BA,7,766.96,0.01,94.71,1463
salto do lontra,PR,4,766.49,0.01,94.72,1464
paco do lumiar,MA,7,766.38,0.01,94.73,1465
lima duarte,MG,6,764.88,0.01,94.73,1466
igarata,SP,5,764.0899999999999,0.01,94.74,1467
sao pedro dos ferros,MG,4,763.79,0.01,94.74,1468
santa branca,SP,9,763.76,0.01,94.75,1469
moreno,PE,5,763.5,0.01,94.76,1470
amarante,PI,1,760.0,0.01,94.76,1471
guapo,GO,6,757.89,0.01,94.77,1472
avanhandava,SP,7,757.6800000000001,0.01,94.77,1473
carbonita,MG,4,755.87,0.01,94.78,1474
carlopolis,PR,6,755.4,0.01,94.78,1475
chapada dos guimaraes,MT,4,754.8,0.01,94.79,1476
planaltina,GO,10,754.24,0.01,94.8,1477
trancoso,BA,6,754.2,0.01,94.8,1478
arinos,MG,8,752.07,0.01,94.81,1479
amambai,MS,6,751.98,0.01,94.81,1480
alto taquari,MT,3,750.88,0.01,94.82,1481
matozinhos,MG,12,750.65,0.01,94.82,1482
ilhota,SC,4,749.14,0.01,94.83,1483
varjota,CE,4,748.97,0.01,94.84,1484
tucano,BA,8,748.69,0.01,94.84,1485
sao felipe,BA,2,747.9,0.01,94.85,1486
lagoa do carro,PE,2,746.77,0.01,94.85,1487
getulio vargas,RS,8,746.61,0.01,94.86,1488
santa rita de caldas,MG,6,746.28,0.01,94.86,1489
dores do indaia,MG,7,744.57,0.01,94.87,1490
quixere,CE,2,744.3,0.01,94.87,1491
pedralva,MG,3,743.97,0.01,94.88,1492
nova londrina,PR,9,743.53,0.01,94.89,1493
sao joao d'alianca,GO,3,743.53,0.01,94.89,1493
santa isabel do para,PA,6,741.77,0.01,94.9,1495
imbituva,PR,8,740.6700000000001,0.01,94.9,1496
santa isabel do rio preto,RJ,1,739.9,0.01,94.91,1497
ibira,SP,6,739.83,0.01,94.91,1498
resplendor,MG,10,739.06,0.01,94.92,1499
virgem da lapa,MG,3,737.9,0.01,94.93,1500
porecatu,PR,9,735.42,0.01,94.93,1501
sao goncalo do para,MG,3,734.9,0.01,94.94,1502
itajuipe,BA,3,734.49,0.01,94.94,1503
corbelia,PR,3,733.8,0.01,94.95,1504
pedro de toledo,SP,8,733.22,0.01,94.95,1505
vila muriqui,RJ,7,731.76,0.01,94.96,1506
tocantinopolis,TO,7,731.65,0.01,94.96,1507
solonopole,CE,2,729.89,0.01,94.97,1508
floresta,PR,5,729.79,0.01,94.98,1509
cafelandia,SP,8,729.2,0.01,94.98,1510
barros cassal,RS,3,729.0,0.01,94.99,1511
cananeia,SP,8,727.66,0.01,94.99,1512
bicas,MG,7,727.65,0.01,95.0,1513
ribeirao bonito,SP,7,727.29,0.01,95.0,1514
joao neiva,ES,8,724.9300000000001,0.01,95.01,1515
sabino,SP,3,723.0,0.01,95.01,1516
cabreuva,SP,6,720.6,0.01,95.02,1517
colniza,MT,3,718.97,0.01,95.02,1518
piranhas,GO,4,718.79,0.01,95.03,1519
boninal,BA,2,717.6999999999999,0.01,95.04,1520
cerro largo,RS,7,712.87,0.01,95.04,1521
alcinopolis,MS,6,711.1600000000001,0.01,95.05,1522
vargem bonita,SC,5,710.59,0.01,95.05,1523
sao mateus do maranhao,MA,3,710.2,0.01,95.06,1524
juquia,SP,9,710.08,0.01,95.06,1525
santa cruz de goias,GO,2,709.0,0.01,95.07,1526
arari,MA,2,708.8,0.01,95.07,1527
urandi,BA,2,707.94,0.01,95.08,1528
taguai,SP,10,707.34,0.01,95.08,1529
potirendaba,SP,8,707.32,0.01,95.09,1530
sao bernardo,MA,3,706.79,0.01,95.09,1531
espigao do oeste,RO,6,706.6800000000001,0.01,95.1,1532
santa cruz de monte castelo,PR,4,706.22,0.01,95.11,1533
cidade ocidental,GO,8,705.38,0.01,95.11,1534
ubaira,BA,6,704.79,0.01,95.12,1535
estacao,RS,5,704.1,0.01,95.12,1536
maracas,BA,5,703.64,0.01,95.13,1537
lagoa da confusao,TO,5,699.99,0.01,95.13,1538
bom jesus do norte,ES,4,699.89,0.01,95.14,1539
pejucara,RS,4,699.65,0.01,95.14,1540
matoes do norte,MA,2,698.9,0.01,95.15,1541
marmeleiro,PR,7,698.44,0.01,95.15,1542
ipiau,BA,7,697.27,0.01,95.16,1543
carapebus,RJ,5,696.97,0.01,95.16,1544
guaiuba,CE,2,695.0,0.01,95.17,1545
conceicao do para,MG,3,694.99,0.01,95.17,1546
pedro osorio,RS,3,692.4499999999999,0.01,95.18,1547
morro de sao paulo,BA,1,691.96,0.01,95.18,1548
andorinha,BA,5,691.1,0.01,95.19,1549
catanduvas,SC,6,690.79,0.01,95.19,1550
divisa nova,MG,1,689.9,0.01,95.2,1551
cantanhede,MA,1,689.0,0.01,95.21,1552
guabiruba,SC,5,688.78,0.01,95.21,1553
ze doca,MA,5,688.6,0.01,95.22,1554
rio pardo,RS,5,687.88,0.01,95.22,1555
mimoso do sul,ES,9,687.37,0.01,95.23,1556
santa albertina,SP,7,686.39,0.01,95.23,1557
terra boa,PR,4,683.79,0.01,95.24,1558
jaiba,MG,6,683.49,0.01,95.24,1559
araguatins,TO,5,681.98,0.01,95.25,1560
tocantins,MG,6,681.38,0.01,95.25,1561
bilac,SP,7,680.62,0.01,95.26,1562
rio paranaiba,MG,9,680.27,0.01,95.26,1563
abelardo luz,SC,6,679.7,0.01,95.27,1564
cuite,PB,3,678.89,0.01,95.27,1565
peabiru,PR,4,675.39,0.01,95.28,1566
rio do campo,SC,4,674.95,0.01,95.28,1567
taquarivai,SP,3,674.89,0.01,95.29,1568
sao ludgero,SC,3,673.3199999999999,0.01,95.29,1569
brasilia de minas,MG,9,671.74,0.01,95.3,1570
alta floresta d'oeste,RO,3,669.89,0.01,95.3,1571
papanduva,SC,8,669.41,0.01,95.31,1572
catigua,SP,6,668.57,0.01,95.31,1573
mundo novo,MS,3,667.99,0.01,95.32,1574
palmitos,SC,5,667.9,0.01,95.32,1575
pesqueira,PE,9,667.79,0.01,95.33,1576
iaciara,GO,3,666.99,0.01,95.33,1577
itau,RN,2,666.8,0.01,95.34,1578
muzambinho,MG,9,665.8,0.01,95.34,1579
caetanopolis,MG,8,664.57,0.01,95.35,1580
jaguaribe,CE,5,663.98,0.01,95.35,1581
ruy barbosa,BA,7,662.96,0.01,95.36,1582
garrafao do norte,PA,3,662.89,0.01,95.36,1583
piedade de caratinga,MG,7,662.07,0.01,95.37,1584
anicuns,GO,8,661.93,0.01,95.37,1585
jaru,RO,6,660.59,0.0,95.38,1586
medeiros neto,BA,7,660.24,0.0,95.38,1587
